Time,Value
2017-12-04 14:36:30.648689,1.6911089399120662
2017-12-04 14:36:30.650473,1.4718612603810453
2017-12-04 14:36:30.652081,1.6072789447972644
2017-12-04 14:36:30.653469,1.778163165608207
2017-12-04 14:36:30.655107,1.6653150952613578
2017-12-04 14:36:30.656702,1.5524670249145087
2017-12-04 14:36:30.658411,1.546018563751832
2017-12-04 14:36:30.659958,1.6653150952613578
2017-12-04 14:36:30.661459,1.139765510503175
2017-12-04 14:36:30.662942,1.6524181729360037
2017-12-04 14:36:30.664608,1.536345872007816
2017-12-04 14:36:30.666154,1.6105031753786028
2017-12-04 14:36:30.673930,1.5943820224719103
2017-12-04 14:36:30.675393,1.6137274059599411
2017-12-04 14:36:30.676904,1.723351245725452
2017-12-04 14:36:30.678288,1.6234000977039569
2017-12-04 14:36:30.679637,1.6782120175867121
2017-12-04 14:36:30.680996,1.23971665852467
2017-12-04 14:36:30.682371,1.6234000977039569
2017-12-04 14:36:30.683748,1.700781631656082
2017-12-04 14:36:30.685119,1.7459208597948213
2017-12-04 14:36:30.686534,1.755593551538837
2017-12-04 14:36:30.687924,1.6846604787493895
2017-12-04 14:36:30.689291,1.5492427943331704
2017-12-04 14:36:30.690678,1.723351245725452
2017-12-04 14:36:30.692076,1.6717635564240354
2017-12-04 14:36:30.693448,1.7717147044455297
2017-12-04 14:36:30.694865,1.6975574010747436
2017-12-04 14:36:30.696296,1.578260869565217
2017-12-04 14:36:30.697713,1.4944308744504151
2017-12-04 14:36:30.699081,1.536345872007816
2017-12-04 14:36:30.700493,1.6491939423546653
2017-12-04 14:36:30.701886,1.6169516365412795
2017-12-04 14:36:30.703262,1.6362970200293112
2017-12-04 14:36:30.704625,1.723351245725452
2017-12-04 14:36:30.706024,1.600830483634587
2017-12-04 14:36:30.707525,1.6975574010747436
2017-12-04 14:36:30.708951,1.7169027845627745
2017-12-04 14:36:30.710339,1.5685881778212019
2017-12-04 14:36:30.711706,1.6201758671226185
2017-12-04 14:36:30.713069,1.6717635564240354
2017-12-04 14:36:30.714458,1.642745481191988
2017-12-04 14:36:30.715861,1.7265754763067904
2017-12-04 14:36:30.717388,1.600830483634587
2017-12-04 14:36:30.718769,1.5943820224719103
2017-12-04 14:36:30.720348,1.5202247191011236
2017-12-04 14:36:30.721766,1.642745481191988
2017-12-04 14:36:30.723160,1.7072300928187587
2017-12-04 14:36:30.724569,1.655642403517342
2017-12-04 14:36:30.725936,1.6653150952613578
2017-12-04 14:36:30.727428,1.5524670249145087
2017-12-04 14:36:30.728819,1.6201758671226185
2017-12-04 14:36:30.730210,1.6234000977039569
2017-12-04 14:36:30.731590,1.6040547142159254
2017-12-04 14:36:30.733009,1.5943820224719103
2017-12-04 14:36:30.734412,1.0946262823644357
2017-12-04 14:36:30.735788,1.5556912554958477
2017-12-04 14:36:30.737242,1.6298485588666336
2017-12-04 14:36:30.738640,1.5718124084025402
2017-12-04 14:36:30.740018,1.6362970200293112
2017-12-04 14:36:30.741411,1.523448949682462
2017-12-04 14:36:30.742796,1.6169516365412795
2017-12-04 14:36:30.744165,1.6653150952613578
2017-12-04 14:36:30.745530,1.5847093307278945
2017-12-04 14:36:30.746996,1.6330727894479729
2017-12-04 14:36:30.748439,1.5202247191011236
2017-12-04 14:36:30.749828,1.5814851001465562
2017-12-04 14:36:30.751232,1.6169516365412795
2017-12-04 14:36:30.752608,1.43961895456766
2017-12-04 14:36:30.753973,1.7265754763067904
2017-12-04 14:36:30.755355,1.6330727894479729
2017-12-04 14:36:30.756934,1.6491939423546653
2017-12-04 14:36:30.758356,1.6653150952613578
2017-12-04 14:36:30.759766,1.6685393258426962
2017-12-04 14:36:30.761130,1.8071812408402539
2017-12-04 14:36:30.762514,1.658866634098681
2017-12-04 14:36:30.763912,1.6717635564240354
2017-12-04 14:36:30.765333,1.723351245725452
2017-12-04 14:36:30.766800,1.7942843185148996
2017-12-04 14:36:30.768404,1.9135808500244256
2017-12-04 14:36:30.769821,1.4750854909623836
2017-12-04 14:36:30.771215,1.8039570102589155
2017-12-04 14:36:30.773495,1.7169027845627745
2017-12-04 14:36:30.774919,1.742696629213483
2017-12-04 14:36:30.776379,1.7588177821201754
2017-12-04 14:36:30.778559,1.6169516365412795
2017-12-04 14:36:30.780864,1.600830483634587
2017-12-04 14:36:30.782401,2.313385442110405
2017-12-04 14:36:30.784602,1.645969711773327
2017-12-04 14:36:30.786563,1.6330727894479729
2017-12-04 14:36:30.788351,1.5621397166585245
2017-12-04 14:36:30.789891,1.587933561309233
2017-12-04 14:36:30.791785,1.6234000977039569
2017-12-04 14:36:30.793332,1.600830483634587
2017-12-04 14:36:30.795050,1.5911577918905713
2017-12-04 14:36:30.796673,2.3069369809477283
2017-12-04 14:36:30.798211,1.578260869565217
2017-12-04 14:36:30.799719,1.6717635564240354
2017-12-04 14:36:30.801620,1.5943820224719103
2017-12-04 14:36:30.803355,1.6943331704934046
2017-12-04 14:36:30.804893,1.5718124084025402
2017-12-04 14:36:30.806700,1.645969711773327
2017-12-04 14:36:30.808458,1.5556912554958477
2017-12-04 14:36:30.810125,1.7072300928187587
2017-12-04 14:36:30.811929,1.578260869565217
2017-12-04 14:36:30.813670,1.713678553981436
2017-12-04 14:36:30.815389,3.200048851978505
2017-12-04 14:36:30.817403,1.6911089399120662
2017-12-04 14:36:30.818920,1.5976062530532487
2017-12-04 14:36:30.820671,1.7394723986321445
2017-12-04 14:36:30.822193,1.642745481191988
2017-12-04 14:36:30.824199,1.6266243282852952
2017-12-04 14:36:30.825699,1.536345872007816
2017-12-04 14:36:30.827517,1.642745481191988
2017-12-04 14:36:30.829288,1.5685881778212019
2017-12-04 14:36:30.831206,1.6782120175867121
2017-12-04 14:36:30.832719,1.5685881778212019
2017-12-04 14:36:30.834427,1.6749877870053738
2017-12-04 14:36:30.836260,1.645969711773327
2017-12-04 14:36:30.838027,1.7523693209574986
